data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6712525,360,IDN3413,3413,"29 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Indonesia)",,5,58,"South-Eastern Asia",Indonesia,Jakarta,"North Jakarta","North Jakarta","North Jakarta",-6.1327,106.8927,1,Tribunnews,National,"On Jan 29, 2019, dozens of people held a demonstration in North Jakarta district, Jakarta province, demanding the resignation of a city-owned entertainment park president director, as he failed to maximize revenue from the park. They burned a tire and engaged in a brawl with the private security officers. [size=dozens]",0,1578511387,IDN
6712525,360,IDN3413,3413,"29 January 2019",2019,1,Riots,"Violent demonstration","Private Security Forces (Indonesia)",,8,58,"South-Eastern Asia",Indonesia,Jakarta,"North Jakarta","North Jakarta","North Jakarta",-6.1327,106.8927,1,Tribunnews,National,"On Jan 29, 2019, dozens of people held a demonstration in North Jakarta district, Jakarta province, demanding the resignation of a city-owned entertainment park president director, as he failed to maximize revenue from the park. They burned a tire and engaged in a brawl with the private security officers. [size=dozens]",0,1578511387,IDN
5590922,360,IDN517,517,"28 January 2019",2019,1,Battles,"Armed clash","TPNPB: West Papua National Liberation Army",,2,12,"South-Eastern Asia",Indonesia,Papua,Nduga,Mapenduma,Mapenduma,-4.3887,138.234,1,Tempo,National,"On January 28, 2019, in Mapenduma village (Nduga, Papua), Papuan separatists, likely West Papua National Liberation Army members, fired at a military plane and shot at TNI forces who were securing the Mapenduma airport before the arrival of an Nduga Regent. One TNI soldier was killed and another seriously injured in the attack.",1,1563366749,IDN
5590922,360,IDN517,517,"28 January 2019",2019,1,Battles,"Armed clash","Military Forces of Indonesia (2014-)",,1,12,"South-Eastern Asia",Indonesia,Papua,Nduga,Mapenduma,Mapenduma,-4.3887,138.234,1,Tempo,National,"On January 28, 2019, in Mapenduma village (Nduga, Papua), Papuan separatists, likely West Papua National Liberation Army members, fired at a military plane and shot at TNI forces who were securing the Mapenduma airport before the arrival of an Nduga Regent. One TNI soldier was killed and another seriously injured in the attack.",1,1563366749,IDN
5590923,360,IDN518,518,"28 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,60,"South-Eastern Asia",Indonesia,"Central Java",Wonogiri,Slogohimo,Waru,-7.827,111.1867,1,"Jakarta Post",National,"On January 28, 2019, in Waru village of Slogohimo subdistrict (Wonogiri, Central Java), hundreds of students at a state junior high school staged the second day of protest demanding the ousting of an English teacher who harassed a student.",0,1563366749,IDN
5646759,360,IDN534,534,"28 January 2019",2019,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Indonesia)",,3,37,"South-Eastern Asia",Indonesia,"Central Java",Semarang,Semarang,Semarang,-6.9913,110.426,1,Tempo,National,"Property destruction: On 28 January 2019, an explosion occurred early in the morning outside the Beringin Asri Housing Complex in Ngaliyan in Semarang city (Semarang, Central Java). An assailant on a motorcycle launched what was later identified as a Molotov cocktail at motorcycles that then burnt up. This is part of a string of 28 coordinated vehicular arson attacks by unidentified perpetrators in Kendal, Grobogan and the Semarang Regency since December 2018. Police suggest it is organized and by people specifically trained. They surmise it is to create fear before the presidential election and they have formed a special team to counter the acts of terror in Central Java.",0,1563908692,IDN
5646759,360,IDN534,534,"28 January 2019",2019,1,"Strategic developments","Looting/property destruction","Civilians (Indonesia)",,7,37,"South-Eastern Asia",Indonesia,"Central Java",Semarang,Semarang,Semarang,-6.9913,110.426,1,Tempo,National,"Property destruction: On 28 January 2019, an explosion occurred early in the morning outside the Beringin Asri Housing Complex in Ngaliyan in Semarang city (Semarang, Central Java). An assailant on a motorcycle launched what was later identified as a Molotov cocktail at motorcycles that then burnt up. This is part of a string of 28 coordinated vehicular arson attacks by unidentified perpetrators in Kendal, Grobogan and the Semarang Regency since December 2018. Police suggest it is organized and by people specifically trained. They surmise it is to create fear before the presidential election and they have formed a special team to counter the acts of terror in Central Java.",0,1563908692,IDN
6663503,360,IDN3369,3369,"27 January 2019",2019,1,Riots,"Mob violence","Rioters (Indonesia)",,5,55,"South-Eastern Asia",Indonesia,"West Sulawesi","Polewali Mandar",Tinambung,Tinambung,-3.5039,119.0213,2,Kompas,National,"On January 27, 2019, a riot broke out between residents of two neighboring villages in Bala village, Tinambung district, Polewali Mandar regency, West Sulawesi, during a social event. One victim was killed and five others were wounded during the armed riot. Police shot numerous warning shots to stop the riot. [size=no report]",1,1576600006,IDN
6663503,360,IDN3369,3369,"27 January 2019",2019,1,Riots,"Mob violence","Rioters (Indonesia)","Police Forces of Indonesia (2014-)",5,55,"South-Eastern Asia",Indonesia,"West Sulawesi","Polewali Mandar",Tinambung,Tinambung,-3.5039,119.0213,2,Kompas,National,"On January 27, 2019, a riot broke out between residents of two neighboring villages in Bala village, Tinambung district, Polewali Mandar regency, West Sulawesi, during a social event. One victim was killed and five others were wounded during the armed riot. Police shot numerous warning shots to stop the riot. [size=no report]",1,1576600006,IDN
6159701,360,IDN1446,1446,"27 January 2019",2019,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Indonesia)",,3,37,"South-Eastern Asia",Indonesia,"West Nusa Tenggara","Central Lombok",Pringgarata,Pringgarata,-8.6103,116.238,1,Mongabay,Other,"On January 27, 2019, an unidentified group burned the house of an environmental activist from WALHI: Indonesian Forum for the Environment in Pringgarata district, Central Lombok regency, West Nusa Tenggara province. His property was badly damaged. The victim had received threatening text messages linked to his advocacy work. He suspected his work on sand mining prompted the attack.",0,1571755308,IDN
6159701,360,IDN1446,1446,"27 January 2019",2019,1,"Strategic developments","Looting/property destruction","Civilians (Indonesia)","WALHI: Indonesian Forum for the Environment",7,37,"South-Eastern Asia",Indonesia,"West Nusa Tenggara","Central Lombok",Pringgarata,Pringgarata,-8.6103,116.238,1,Mongabay,Other,"On January 27, 2019, an unidentified group burned the house of an environmental activist from WALHI: Indonesian Forum for the Environment in Pringgarata district, Central Lombok regency, West Nusa Tenggara province. His property was badly damaged. The victim had received threatening text messages linked to his advocacy work. He suspected his work on sand mining prompted the attack.",0,1571755308,IDN
5590921,360,IDN516,516,"26 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,60,"South-Eastern Asia",Indonesia,"Central Java",Wonogiri,Slogohimo,Waru,-7.827,111.1867,1,"Jakarta Post",National,"On January 26, 2019, in Waru village of Slogohimo subdistrict (Wonogiri, Central Java), hundreds of students at a state junior high school staged a protest demanding the ousting of an English teacher who harassed a student.",0,1563366749,IDN
6712493,360,IDN3411,3411,"25 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","AJI: Alliance of Independent Journalists, Journalists (Indonesia)",6,60,"South-Eastern Asia",Indonesia,"East Java",Surabaya,Surabaya,Surabaya,-7.2492,112.751,1,Tempo,National,"On Jan 25, 2019, a group of journalists from AJI: Alliance of Independent Journalists held a peaceful protest in Surabaya city, East Java province, to protest against the Indonesian president for granting remission to a murderer of a journalist in Bali in 2009. [size=no report]",0,1578511387,IDN
6663749,360,IDN3367,3367,"24 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Labour Group (Indonesia)",6,60,"South-Eastern Asia",Indonesia,"Central Sulawesi",Morowali,Bahodopi,Bahodopi,-2.8593,121.9711,2,Kompas,National,"On January 24, 2019, employees of mining industry area PT Indonesia Morowali Industrial Park held a demonstration in Bohodopi district, Morowali regency, Central Sulawesi province. They demanded a 20 percent raise in the minimum salary in the regency. [size=no report]",0,1576600006,IDN
6663651,360,IDN3368,3368,"24 January 2019",2019,1,Riots,"Mob violence","Rioters (Indonesia)",,5,55,"South-Eastern Asia",Indonesia,"Southeast Sulawesi",Bau-bau,Bau-bau,Bau-bau,-5.4633,122.6024,1,Kompas,National,"On January 24, 2019, a riot between two young male groups broke out in Bau-bau city, Southeast Sulawesi. The rioters burned a house and a petrol kiosk and intimidated civilians who tried to record the event, the cause is unknown and police dispersed the riot with water cannons. [size=no report]",0,1576600006,IDN
6663651,360,IDN3368,3368,"24 January 2019",2019,1,Riots,"Mob violence","Rioters (Indonesia)",,5,55,"South-Eastern Asia",Indonesia,"Southeast Sulawesi",Bau-bau,Bau-bau,Bau-bau,-5.4633,122.6024,1,Kompas,National,"On January 24, 2019, a riot between two young male groups broke out in Bau-bau city, Southeast Sulawesi. The rioters burned a house and a petrol kiosk and intimidated civilians who tried to record the event, the cause is unknown and police dispersed the riot with water cannons. [size=no report]",0,1576600006,IDN
6712352,360,IDN3408,3408,"23 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)",,6,60,"South-Eastern Asia",Indonesia,"West Sumatra",Padang,Padang,Padang,-0.9492,100.3542,1,Kompas,National,"On Jan 23, 2019, dozens of people held a peaceful protest in Padang city, West Sumatra province, demanding higher compensation for their land, which was taken for highway construction. [size=dozens]",0,1578511386,IDN
6712498,360,IDN3409,3409,"23 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Teachers (Indonesia), Muslim Group (Indonesia)",6,60,"South-Eastern Asia",Indonesia,Banten,"South Tangerang","South Tangerang","South Tangerang",-6.2886,106.7178,1,Tempo,National,"On Jan 23, 2019, dozens of people, including teachers and Muslim protesters, held a peaceful protest in South Tangerang city, Banten province, regarding a land dispute in their area. They peacefully blocked a road. [size=dozens]",0,1578511387,IDN
6712522,360,IDN3410,3410,"23 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Indonesia)","Students (Indonesia)",5,15,"South-Eastern Asia",Indonesia,Aceh,"Southeast Aceh",Babussalam,Babussalam,3.497,97.8041,1,Tribunnews,National,"On Jan 23, 2019, a group of students held a demonstration in Babussalam district, Southeast Aceh Regency, Aceh province, criticizing the university's management performance. They engaged in a brawl with the police. They destroyed the gate of Southeast Aceh regent's office building. [size=no report]",0,1578511387,IDN
6712522,360,IDN3410,3410,"23 January 2019",2019,1,Riots,"Violent demonstration","Police Forces of Indonesia (2014-)",,1,15,"South-Eastern Asia",Indonesia,Aceh,"Southeast Aceh",Babussalam,Babussalam,3.497,97.8041,1,Tribunnews,National,"On Jan 23, 2019, a group of students held a demonstration in Babussalam district, Southeast Aceh Regency, Aceh province, criticizing the university's management performance. They engaged in a brawl with the police. They destroyed the gate of Southeast Aceh regent's office building. [size=no report]",0,1578511387,IDN
6712518,360,IDN3406,3406,"21 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Health Workers (Indonesia)",6,60,"South-Eastern Asia",Indonesia,Aceh,"West Aceh",Meulaboh,Meulaboh,4.144,96.1266,1,Tribunnews,National,"On Jan 21, 2019, a group of hospital workers held a peaceful protest in Meulaboh city, West Aceh province, demanding the release of two hospital workers, who got arrested after the death of a patient under their watch. [size=no report]",0,1578511387,IDN
6712519,360,IDN3407,3407,"21 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)",,6,60,"South-Eastern Asia",Indonesia,Aceh,"West Aceh",Meulaboh,Meulaboh,4.144,96.1266,1,Tribunnews,National,"On Jan 21, 2019, a group of people held a peaceful protest in Meulaboh city, West Aceh regency, Aceh province, demanding the government repair a bridge leading towards their village. [size=no report]",0,1578511387,IDN
6712517,360,IDN3405,3405,"19 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Muslim Group (Indonesia)",6,60,"South-Eastern Asia",Indonesia,"Central Java",Surakarta,Surakarta,Surakarta,-7.5561,110.832,1,Tribunnews,National,"On Jan 19, 2019, a group of Muslim protesters a peaceful protest in Surakarta city, Central Java province, demanding the government take down an art installation that looked like a Christian cross in the city. [size=no report]",0,1578511387,IDN
6304290,360,IDN512,512,"18 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,60,"South-Eastern Asia",Indonesia,Bali,Denpasar,Denpasar,Denpasar,-8.65,115.2166,3,"Radio New Zealand",International,"On January 18, 2019, in Bali province, university students staged a protest against violent military action in Papua's Nduga regency in pursuit of the West Papua Liberation Army separatists.",0,1572403772,IDN
5188903,360,IDN808,808,"18 January 2019",2019,1,Riots,"Mob violence","Rioters (Indonesia)","IPK: The Association for Youth Employment",5,55,"South-Eastern Asia",Indonesia,"North Sumatra",Binjai,Binjai,Binjai,3.614,98.5039,1,Tribunnews,National,"On January 18, 2019, a riot broke out between IPK: The Association for Youth Employment and FKPPI: Community Forum for Sons and Daughters of the Police and Armed Forces in Binjai city, North Sumatra province. The riot was triggered by a fight over parking space, injuring two civilians. [size=no report]",0,1558448133,IDN
5188903,360,IDN808,808,"18 January 2019",2019,1,Riots,"Mob violence","Rioters (Indonesia)","FKPPI: Community Forum for Sons and Daughters of the Police and Armed Forces",5,55,"South-Eastern Asia",Indonesia,"North Sumatra",Binjai,Binjai,Binjai,3.614,98.5039,1,Tribunnews,National,"On January 18, 2019, a riot broke out between IPK: The Association for Youth Employment and FKPPI: Community Forum for Sons and Daughters of the Police and Armed Forces in Binjai city, North Sumatra province. The riot was triggered by a fight over parking space, injuring two civilians. [size=no report]",0,1558448133,IDN
6304295,360,IDN511,511,"18 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,60,"South-Eastern Asia",Indonesia,Jakarta,Jakarta,Jakarta,Jakarta,-6.2146,106.845,3,"Radio New Zealand",International,"On January 18, 2019, in Jakarta province, university students staged a protest against violent military action in Papua's Nduga regency in pursuit of the West Papua Liberation Army separatists.",0,1572403772,IDN
6304298,360,IDN515,515,"18 January 2019",2019,1,Battles,"Armed clash","TPNPB: West Papua National Liberation Army",,2,12,"South-Eastern Asia",Indonesia,Papua,"Puncak Jaya",Mulia,Mulia,-3.7147,137.985,2,"Radio New Zealand",International,"On January 18, 2019, in Puncak Jaya regency (Papua), West Papua Liberation Army militants attacked an Indonesian military and police task force during a joint operation in the Highlands directed at the West Papua Liberation Army. One Indonesian military soldier was killed in the attack.",1,1572403772,IDN
6304298,360,IDN515,515,"18 January 2019",2019,1,Battles,"Armed clash","Military Forces of Indonesia (2014-)","Police Forces of Indonesia (2014-)",1,12,"South-Eastern Asia",Indonesia,Papua,"Puncak Jaya",Mulia,Mulia,-3.7147,137.985,2,"Radio New Zealand",International,"On January 18, 2019, in Puncak Jaya regency (Papua), West Papua Liberation Army militants attacked an Indonesian military and police task force during a joint operation in the Highlands directed at the West Papua Liberation Army. One Indonesian military soldier was killed in the attack.",1,1572403772,IDN
6304301,360,IDN514,514,"18 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,60,"South-Eastern Asia",Indonesia,Maluku,Ambon,Ambon,Ambon,-3.6958,128.1833,1,"Radio New Zealand",International,"On January 18, 2019, in Ambon city (Ambon, Maluku), university students staged a protest against violent military action in Papua's Nduga regency in pursuit of the West Papua Liberation Army separatists.",0,1572403772,IDN
6304307,360,IDN513,513,"18 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,60,"South-Eastern Asia",Indonesia,"Central Java",Salatiga,Salatiga,Salatiga,-7.3319,110.4927,1,"Radio New Zealand",International,"On January 18, 2019, in Salatiga city (Salatiga, Central Java), university students staged a protest against violent military action in Papua's Nduga regency in pursuit of the West Papua Liberation Army separatists.",0,1572403772,IDN
5590915,360,IDN510,510,"17 January 2019",2019,1,Riots,"Mob violence","Rioters (Indonesia)","Labour Group (Indonesia)",5,15,"South-Eastern Asia",Indonesia,Jakarta,"Central Jakarta","Tanah Abang","Tanah Abang",-6.2081,106.809,1,"Jakarta Post",National,"On January 17, 2019, in Tanah Abang subdistrict (Central Jakarta, Jakarta), Public Order Agency (municipal police) members clashed with street vendors because the vendors were unwilling to be cleaned out of the public street. The number of injuries was not reported.",0,1563366749,IDN
5590915,360,IDN510,510,"17 January 2019",2019,1,Riots,"Mob violence","Police Forces of Indonesia (2014-)",,1,15,"South-Eastern Asia",Indonesia,Jakarta,"Central Jakarta","Tanah Abang","Tanah Abang",-6.2081,106.809,1,"Jakarta Post",National,"On January 17, 2019, in Tanah Abang subdistrict (Central Jakarta, Jakarta), Public Order Agency (municipal police) members clashed with street vendors because the vendors were unwilling to be cleaned out of the public street. The number of injuries was not reported.",0,1563366749,IDN
6712491,360,IDN3403,3403,"17 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia), BEM SI: The National Association of University Student Executive Bodies",6,60,"South-Eastern Asia",Indonesia,Jakarta,"South Jakarta","South Jakarta","South Jakarta",-6.266,106.8135,1,Tempo,National,"On Jan 17, 2019, dozens of students from BEM SI: The National Association of University Student Executive Bodies held a peaceful protest in South Jakarta City, Jakarta province, during the first debate of presidential candidates. [size=dozens]",0,1578511387,IDN
6712516,360,IDN3404,3404,"17 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Indonesia)",,5,57,"South-Eastern Asia",Indonesia,Jambi,Tebo,"Central Tebo","Central Tebo",-1.4475,102.4968,1,Tribunnews,National,"On Jan 17, 2019, a group of people held a demonstration in Central Tebo district, Tebo regency, Jambi province, regarding a dispute between several villagers with a palm oil company. The company accused the villagers of illegally harvesting palm fruit from their plantation. The rioters threw rocks at the company building. The police fired warning shots to stop the riot. [size=no report]",0,1578511387,IDN
6712516,360,IDN3404,3404,"17 January 2019",2019,1,Riots,"Violent demonstration","Civilians (Indonesia)","Labour Group (Indonesia)",7,57,"South-Eastern Asia",Indonesia,Jambi,Tebo,"Central Tebo","Central Tebo",-1.4475,102.4968,1,Tribunnews,National,"On Jan 17, 2019, a group of people held a demonstration in Central Tebo district, Tebo regency, Jambi province, regarding a dispute between several villagers with a palm oil company. The company accused the villagers of illegally harvesting palm fruit from their plantation. The rioters threw rocks at the company building. The police fired warning shots to stop the riot. [size=no report]",0,1578511387,IDN
6664671,360,IDN3366,3366,"17 January 2019",2019,1,Riots,"Mob violence","Rioters (Indonesia)","Labour Group (Indonesia)",5,15,"South-Eastern Asia",Indonesia,Jakarta,"Central Jakarta","Central Jakarta","Central Jakarta",-6.1822,106.801,1,Tribunnews,National,"On January 17, 2019, a riot broke out in Tanah Abang subdistrict, Central Jakarta province, between municipal police and street sellers. No injuries reported from the riot but several of the operational police vehicles were damaged. [size=no report]",0,1576600008,IDN
6664671,360,IDN3366,3366,"17 January 2019",2019,1,Riots,"Mob violence","Police Forces of Indonesia (2014-)",,1,15,"South-Eastern Asia",Indonesia,Jakarta,"Central Jakarta","Central Jakarta","Central Jakarta",-6.1822,106.801,1,Tribunnews,National,"On January 17, 2019, a riot broke out in Tanah Abang subdistrict, Central Jakarta province, between municipal police and street sellers. No injuries reported from the riot but several of the operational police vehicles were damaged. [size=no report]",0,1576600008,IDN
6712354,360,IDN3402,3402,"15 January 2019",2019,1,Riots,"Mob violence","Rioters (Indonesia)",,5,57,"South-Eastern Asia",Indonesia,"North Sumatra",Medan,Medan,Medan,3.5833,98.6666,1,Kompas,National,"On Jan 15, 2019, a group of people threw rocks at North Sumatra governor's office in Medan city, North Sumatra province. The reason was unclear. [size=no report]",0,1578511386,IDN
6712354,360,IDN3402,3402,"15 January 2019",2019,1,Riots,"Mob violence","Civilians (Indonesia)","Government of Indonesia (2014-)",7,57,"South-Eastern Asia",Indonesia,"North Sumatra",Medan,Medan,Medan,3.5833,98.6666,1,Kompas,National,"On Jan 15, 2019, a group of people threw rocks at North Sumatra governor's office in Medan city, North Sumatra province. The reason was unclear. [size=no report]",0,1578511386,IDN
6270244,360,IDN548,548,"15 January 2019",2019,1,"Strategic developments","Looting/property destruction","FPI: Islamic Defenders Front","Military Forces of Indonesia (2014-), Police Forces of Indonesia (2014-), Pekanbaru Communal Militia (Indonesia), Vigilante Group (Indonesia)",3,37,"South-Eastern Asia",Indonesia,Riau,Pekanbaru,Pekanbaru,Pekanbaru,0.5166,101.4416,1,HRW,Other,"Property destruction: On 15 January 2019, a militant Islamist group comprised of the FPI, Indonesian military and police, and local residents, raided the offices of an HIV prevention organization, the Indonesian Social Change Organization, in Pekanbaru city, Riau province, on suspicion that the group had been conducting ""LGBT activities."" This incident follows a pattern of similar anti-LGBT vigilante raids across Indonesia.",0,1572403722,IDN
6270244,360,IDN548,548,"15 January 2019",2019,1,"Strategic developments","Looting/property destruction","Civilians (Indonesia)","Health Workers (Indonesia), LGBT (Indonesia)",7,37,"South-Eastern Asia",Indonesia,Riau,Pekanbaru,Pekanbaru,Pekanbaru,0.5166,101.4416,1,HRW,Other,"Property destruction: On 15 January 2019, a militant Islamist group comprised of the FPI, Indonesian military and police, and local residents, raided the offices of an HIV prevention organization, the Indonesian Social Change Organization, in Pekanbaru city, Riau province, on suspicion that the group had been conducting ""LGBT activities."" This incident follows a pattern of similar anti-LGBT vigilante raids across Indonesia.",0,1572403722,IDN
5590914,360,IDN509,509,"15 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)",,6,60,"South-Eastern Asia",Indonesia,Jakarta,"North Jakarta","Tanjung Priok","Tanjung Priok",-6.1315,106.878,1,"Jakarta Post",National,"On January 15, 2019, in Tanjung Priok district (North Jakarta, Jakarta), people staged a demonstration and two people wearing rat masks pretended to eat banknotes in front of the Elections Supervisory Agency office in a protest against corruption in the coal industry.",0,1563366749,IDN
6712512,360,IDN3400,3400,"15 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Labour Group (Indonesia)",6,60,"South-Eastern Asia",Indonesia,Jakarta,"Central Jakarta","Central Jakarta","Central Jakarta",-6.1822,106.801,1,Tribunnews,National,"On Jan 15, 2019, a group of online taxi drivers held a peaceful protest in Central Jakarta City, Jakarta province, demanding proper regulation for the online ride-hailing company. [size=no report]",0,1578511387,IDN
6712513,360,IDN3401,3401,"15 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,60,"South-Eastern Asia",Indonesia,Aceh,"Aceh Singkil",Singkil,Singkil,2.2874,97.7884,1,Tribunnews,National,"On Jan 15, 2019, a group of students held a peaceful protest in Singkil district, Aceh Singkil regency, Aceh province, demanding the regent fulfill his campaign promises. [size=no report]",0,1578511387,IDN
5590913,360,IDN508,508,"13 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Indonesia)",,6,60,"South-Eastern Asia",Indonesia,"North Sumatra",Medan,"Medan Labuhan","Medan Labuhan",3.722,98.6872,1,"Jakarta Post",National,"On January 13, 2019, in Medan Labuhan district (Medan, North Sumatra), hundreds of residents staged a demonstration rally to protest against a house of worship that was converted from a residence to accommodate a Bethel Indonesia Church (GBI) congregation.",0,1563366749,IDN
